,Coniosporium_tulheliwenetii,Neophaeococcomyces_mojaviensis,Taxawa_tesnikishii,descriptions
IPR045801,1,0,0,"Mitogen-activated protein kinase kinase kinase, N-terminal"
IPR016805,1,0,1,"Intermembrane space protein MIX23, fungal"
IPR019171,1,1,1,Intermembrane space protein MIX23
IPR000977,2,2,3,"DNA ligase, ATP-dependent"
IPR012308,4,3,3,"DNA ligase, ATP-dependent, N-terminal"
IPR012309,3,2,3,"DNA ligase, ATP-dependent, C-terminal"
IPR012310,5,3,4,"DNA ligase, ATP-dependent, central"
IPR016059,3,2,3,"DNA ligase, ATP-dependent, conserved site"
IPR036599,4,3,4,"DNA ligase, ATP-dependent, N-terminal domain superfamily"
IPR021183,1,1,1,"N-terminal acetyltransferase A, auxiliary subunit"
IPR010979,3,2,3,"Ribosomal protein S13-like, H2TH"
IPR012319,1,1,1,"Formamidopyrimidine-DNA glycosylase, catalytic domain"
IPR015886,1,1,1,"DNA glycosylase/AP lyase, H2TH DNA-binding"
IPR035937,1,1,1,"MutM-like, N-terminal"
IPR038816,1,1,1,Stationary phase protein 5
IPR007149,1,1,1,Leo1-like protein
IPR005708,1,4,4,"Homogentisate 1,2-dioxygenase"
IPR005959,1,4,2,Fumarylacetoacetase
IPR015377,1,2,1,"Fumarylacetoacetase, N-terminal"
IPR036462,1,2,1,"Fumarylacetoacetase, N-terminal domain superfamily"
IPR020835,6,8,8,Catalase superfamily
IPR001233,1,0,0,"RNA-splicing ligase, RtcB"
IPR036025,1,0,0,tRNA-splicing ligase RtcB-like superfamily
IPR010497,6,9,4,"Epoxide hydrolase, N-terminal"
IPR016292,6,9,3,Epoxide hydrolase
IPR028938,1,0,0,Remodeling and spacing factor 1-like
IPR024642,1,0,1,SUZ-C domain
IPR024771,2,0,2,SUZ domain
IPR002077,1,0,0,"Voltage-dependent calcium channel, alpha-1 subunit"
IPR005821,2,2,4,Ion transport domain
IPR027359,1,1,2,Voltage-dependent channel domain superfamily
IPR013904,1,1,1,"Transcriptional regulatory protein RXT2, N-terminal"
IPR039602,1,1,1,Transcriptional regulatory protein Rxt2
IPR000704,2,2,1,"Casein kinase II, regulatory subunit"
IPR016149,2,2,1,"Casein kinase II, regulatory subunit, N-terminal"
IPR035991,2,2,1,Casein kinase II subunit beta-like
IPR002478,3,1,3,PUA domain
IPR004521,2,1,3,Uncharacterised domain CHP00451
IPR016437,1,0,1,MCT-1/Tma20
IPR041366,2,1,2,Pre-PUA domain
IPR019331,1,1,1,"FAM192A/Fyv6, N-terminal"
IPR039845,1,1,1,PSME3-interacting protein
IPR004095,4,3,2,TGS
IPR004396,1,0,1,Ribosome-binding ATPase YchF/Obg-like ATPase 1
IPR012676,4,3,2,TGS-like
IPR013029,1,0,1,"YchF, C-terminal domain"
IPR023192,1,0,1,TGS-like domain superfamily
IPR031167,5,6,5,OBG-type guanine nucleotide-binding (G) domain
IPR041706,1,0,1,"YchF, N-terminal"
IPR008580,2,0,1,PPPDE peptidase domain
IPR042266,2,0,1,PPPDE peptidase domain superfamily
IPR007379,1,1,1,Tim44-like domain
IPR039544,1,1,1,Tim44-like
IPR032374,1,1,1,"SGTA, homodimerisation domain"
IPR043216,3,6,4,Phosphatidate (PA) phosphatase-related
IPR000555,6,8,7,JAB1/MPN/MOV34 metalloenzyme domain
IPR027524,1,1,1,Eukaryotic translation initiation factor 3 subunit H
IPR045810,1,1,1,"eIF3h, C-terminal"
IPR000241,1,1,1,"Ribosomal RNA large subunit methyltransferase K/L-like, FLD domain"
IPR002052,3,6,5,"DNA methylase, N-6 adenine-specific, conserved site"
IPR016691,1,1,1,"tRNA guanosine-2'-O-methyltransferase, TRM11"
IPR002314,7,7,5,"Aminoacyl-tRNA synthetase, class II (G/ P/ S/T)"
IPR002316,2,2,0,"Proline-tRNA ligase, class IIa"
IPR004154,5,5,5,Anticodon-binding
IPR037363,2,2,2,Sec13/Seh1 family
IPR037596,1,1,1,Protein Sec13
IPR024111,2,2,3,PEX5/PEX5L
IPR012880,1,0,1,"Gryzun, putative trafficking through Golgi"
IPR021773,1,0,2,Trafficking protein particle complex subunit 11
IPR030230,1,1,1,GPN-loop GTPase 1
IPR013857,2,2,2,NADH:ubiquinone oxidoreductase intermediate-associated protein 30
IPR039131,2,2,2,"Complex I intermediate-associated protein 30, mitochondrial"
IPR000644,10,9,10,CBS domain
IPR001807,4,4,5,"Chloride channel, voltage gated"
IPR014743,4,4,6,"Chloride channel, core"
IPR004776,2,2,2,Membrane transport protein
IPR000043,1,0,1,Adenosylhomocysteinase-like
IPR015878,1,0,1,"S-adenosyl-L-homocysteine hydrolase, NAD binding domain"
IPR020082,1,0,1,"S-adenosyl-L-homocysteine hydrolase, conserved site"
IPR042172,1,0,1,Adenosylhomocysteinase-like superfamily
IPR032781,2,2,2,ABC-transporter extension domain
IPR011041,1,1,2,Soluble quinoprotein glucose/sorbosone dehydrogenase
IPR002687,3,2,3,Nop domain
IPR012976,3,2,3,NOSIC
IPR019175,1,0,1,Prp31 C-terminal
IPR027105,1,0,1,U4/U6 small nuclear ribonucleoprotein Prp31
IPR036070,3,2,3,Nop domain superfamily
IPR005522,2,2,2,Inositol polyphosphate kinase
IPR038286,2,2,2,Inositol polyphosphate kinase superfamily
IPR012387,1,1,1,"tRNA ligase Trl1, fungi"
IPR015965,1,1,1,"tRNA ligase, phosphodiesterase"
IPR015966,1,1,1,"tRNA ligase, kinase domain, fungi"
IPR019039,1,1,1,"T4 RNA ligase 1, N-terminal"
IPR013085,1,2,1,"U1-C, C2H2-type zinc finger"
IPR040023,1,0,1,WW domain-binding protein 4
IPR002685,5,4,3,"Glycosyl transferase, family 15"
IPR011494,1,1,1,TUP1-like enhancer of split
IPR019015,1,1,0,HIRA B motif
IPR031120,1,1,1,WD repeat HIR1
IPR006222,2,3,2,"Aminomethyltransferase, folate-binding domain"
IPR006223,1,0,1,Glycine cleavage system T protein
IPR013977,2,2,1,"Glycine cleavage T-protein, C-terminal barrel domain"
IPR027266,3,4,4,"GTP-binding protein TrmE/Aminomethyltransferase GcvT, domain 1"
IPR028896,1,0,1,Aminomethyltransferase-like
IPR029043,2,2,1,"Glycine cleavage T-protein/YgfZ, C-terminal"
IPR004907,1,1,1,"ATPase, V1 complex, subunit C"
IPR036132,1,1,1,Vacuolar ATP synthase subunit C superfamily
IPR021719,1,2,1,Proteinase inhibitor I78
IPR009771,1,1,1,Ribosome control protein 1
IPR040096,1,1,2,RAB6A-GEF complex partner protein 1
IPR005317,1,1,1,Dipeptidyl-peptidase 3
IPR023206,1,3,0,Bifunctional cytochrome P450/NADPH--cytochrome P450 reductase
IPR018972,1,0,1,Sas10 C-terminal domain
IPR018937,1,1,1,Membrane magnesium transporter
IPR001326,1,0,1,"Translation elongation factor EF1B, beta/delta chains, conserved site"
IPR014038,1,0,1,"Translation elongation factor EF1B, beta/delta subunit, guanine nucleotide exchange domain"
IPR014717,2,1,2,Translation elongation factor EF1B/ribosomal protein S6
IPR018940,1,0,1,"Elongation factor 1 beta central acidic region, eukaryote"
IPR036219,1,0,1,Translation elongation factor eEF-1beta-like superfamily
IPR001270,2,2,2,ClpA/B family
IPR018368,2,1,2,"ClpA/B, conserved site 1"
IPR019489,2,3,3,"Clp ATPase, C-terminal"
IPR028299,2,1,2,"ClpA/B, conserved site 2"
IPR041546,2,1,2,"ClpA/ClpB, AAA lid domain"
IPR004127,2,2,1,Prefoldin alpha-like
IPR009053,5,5,4,Prefoldin
IPR011599,1,1,0,"Prefoldin alpha subunit, archaea-type"
IPR007849,1,0,1,ATPase assembly factor ATP10
IPR023601,1,0,1,"Golgi SNAP receptor complex, subunit 1"
IPR001854,1,1,1,Ribosomal protein L29/L35
IPR036049,1,1,1,Ribosomal protein L29/L35 superfamily
IPR045059,1,0,1,60S ribosomal protein L35
IPR046366,2,2,2,ER-bound oxygenase mpaB/B'
IPR004579,1,0,1,ERCC1/RAD10/SWI10 family
IPR010994,3,4,4,RuvA domain 2-like
IPR011335,3,5,3,Restriction endonuclease  type II-like
IPR013942,1,1,1,"Mediator complex, subunit Med19, fungi"
IPR012953,1,1,1,"BOP1, N-terminal domain"
IPR028598,1,1,1,WD repeat BOP1/Erb1
IPR000771,3,5,3,"Fructose-bisphosphate aldolase, class-II"
IPR006411,1,1,1,"Fructose-bisphosphate aldolase, class II, yeast/E. coli subtype"
IPR004006,4,4,4,DhaK domain
IPR004007,4,4,4,DhaL domain
IPR036117,4,4,4,DhaL domain superfamily
IPR011483,3,2,0,"Cellulose-binding Sde182, nucleoside hydrolase-like domain"
IPR036452,6,5,4,Ribonucleoside hydrolase-like
IPR000225,4,5,3,Armadillo
IPR024660,1,1,1,"UNC-45/Cro1/She4, central domain"
IPR028934,1,1,1,Vacuolar protein sorting protein 26 related
IPR006001,1,2,1,"Carbohydrate kinase, thermoresistant glucokinase"
IPR000089,9,12,10,Biotin/lipoyl attachment
IPR001078,3,5,3,"2-oxoacid dehydrogenase acyltransferase, catalytic domain"
IPR003016,5,5,5,"2-oxo acid dehydrogenase, lipoyl-binding site"
IPR004167,3,5,3,Peripheral subunit-binding domain
IPR011053,10,12,10,Single hybrid motif
IPR036625,3,5,3,E3-binding domain superfamily
IPR008570,1,0,1,"ESCRT-II complex, Vps25 subunit"
IPR014041,1,0,1,"ESCRT-II complex, Vps25 subunit, N-terminal winged helix"
IPR005720,2,1,2,Dihydroorotate dehydrogenase domain
IPR023359,1,0,0,"Dihydroorotate dehydrogenase A, chain A, domain 2"
IPR004841,10,20,13,Amino acid permease/ SLC12A domain
IPR032378,1,1,1,"ZC3H15/TMA46 family, C-terminal"
IPR000246,2,1,2,"Peptidase T2, asparaginase 2"
IPR037464,1,1,1,Threonine aspartase 1
IPR015623,1,0,1,Actin-related protein 3
IPR020902,4,2,4,Actin/actin-like conserved site
IPR013867,1,0,1,"Telomere repeat-binding factor, dimerisation domain"
IPR021665,1,1,1,"Mediator complex, subunit Med16"
IPR005365,1,1,1,Nitrogen permease regulator 3
IPR011604,1,3,0,PD-(D/E)XK endonuclease-like domain superfamily
IPR014808,1,1,0,"DNA replication factor Dna2, N-terminal"
IPR022765,1,1,0,"Dna2/Cas4, domain of unknown function DUF83"
IPR026851,1,1,1,DNA replication ATP-dependent helicase/nuclease Dna2
IPR002891,2,2,2,Adenylyl-sulfate kinase
IPR045254,2,1,2,"Nit1/2, carbon-nitrogen hydrolase  domain"
IPR022091,1,0,1,"TATA element modulatory factor 1, TATA binding"
IPR022092,1,0,1,TATA element modulatory factor 1 DNA binding
IPR006139,7,8,6,"D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain"
IPR029753,8,7,7,"D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain conserved site"
IPR030847,1,1,0,Mitochondrial glycine transporter Hem25/SLC25A38
IPR041526,1,0,1,"DAPG hydrolase, PhiG domain"
IPR008901,1,3,1,Alkaline ceramidase
IPR002453,1,2,1,Beta tubulin
IPR003008,3,5,3,"Tubulin/FtsZ, GTPase domain"
IPR013838,1,2,1,"Beta tubulin, autoregulation binding site"
IPR017975,3,5,3,"Tubulin, conserved site"
IPR018316,3,4,3,"Tubulin/FtsZ, 2-layer sandwich domain"
IPR036525,4,6,4,"Tubulin/FtsZ, GTPase domain superfamily"
IPR037103,3,4,3,"Tubulin/FtsZ-like, C-terminal domain"
IPR007318,2,2,2,Phospholipid methyltransferase
IPR024960,1,1,1,Phosphatidyl-N-methylethanolamine/Phosphatidylethanolamine N-methyltransferase
IPR013057,7,12,14,"Amino acid transporter, transmembrane domain"
IPR016528,1,1,1,Vacuolar protein sorting-associated protein 11
IPR024763,1,1,1,"Vacuolar protein sorting protein 11, C-terminal"
IPR025715,1,1,1,"Chromatin target of PRMT1 protein, C-terminal"
IPR041093,1,0,1,"DIS3-like exonuclease 2, C-terminal"
IPR012476,1,1,1,mRNA export factor GLE1-like
IPR038506,1,1,1,GLE1-like superfamily
IPR002020,3,3,3,Citrate synthase
IPR003781,3,5,3,CoA-binding
IPR016143,3,3,3,"Citrate synthase-like, small alpha subdomain"
IPR017440,2,3,2,"ATP-citrate lyase/succinyl-CoA ligase, active site"
IPR033847,2,3,2,"ATP-citrate lyase/succinyl-CoA ligase, conserved site"
IPR036969,3,3,3,Citrate synthase superfamily
IPR032263,1,1,1,"ATP-citrate synthase, citrate-binding domain"
IPR012386,1,1,1,"2',3'-cyclic-nucleotide 3'-phosphodiesterase"
IPR009078,5,2,2,Ferritin-like superfamily
IPR009851,1,1,0,"Modifier of rudimentary, Modr"
IPR004108,1,0,1,"Iron hydrogenase, large subunit, C-terminal"
IPR009016,1,0,1,Iron hydrogenase
IPR001247,5,3,5,"Exoribonuclease, phosphorolytic domain 1"
IPR027408,6,4,6,PNPase/RNase PH domain superfamily
IPR005339,1,1,0,"GINS complex, subunit Psf1"
IPR039483,1,1,1,"Meiotic expression up-regulated protein 6, PH domain"
IPR039712,1,1,1,Meiotic expression up-regulated protein 6
IPR032752,1,1,1,"DC-UbP/UBTD2, N-terminal domain"
IPR038169,1,1,1,"DC-UbP/UBTD2, N-terminal domain superfamily"
IPR039869,1,1,1,Ubiquitin domain-containing protein 1/2
IPR008264,1,0,1,Beta-glucanase
IPR001194,2,3,2,cDENN domain
IPR005113,2,3,0,uDENN domain
IPR006186,8,7,9,Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase
IPR005120,1,1,1,UPF3 domain
IPR039722,1,1,1,Nonsense-mediated mRNA decay protein 3
IPR034605,1,1,1,PGC-1
IPR002167,1,0,0,Graves disease carrier protein
IPR002035,8,11,6,"von Willebrand factor, type A"
IPR003923,1,1,1,"Transcription initiation factor TFIID, 23-30kDa subunit"
IPR002222,2,3,2,Ribosomal protein S19/S15
IPR023575,2,3,2,"Ribosomal protein S19/S15, superfamily"
IPR003701,1,1,1,DNA double-strand break repair protein Mre11
IPR007281,1,1,1,"Mre11, DNA-binding"
IPR038487,1,1,1,"Mre11, capping domain"
IPR041796,1,1,1,"Mre11 nuclease, N-terminal metallophosphatase domain"
IPR013965,1,0,0,DASH complex subunit Dad3
IPR000851,2,1,2,Ribosomal protein S5
IPR005324,2,1,2,"Ribosomal protein S5, C-terminal"
IPR013810,2,1,2,"Ribosomal protein S5, N-terminal"
IPR010280,1,1,1,(Uracil-5)-methyltransferase family
IPR025795,1,1,1,tRNA (uracil-5-)-methyltransferase
IPR030390,1,1,1,"RNA methyltransferase TrmA, active site"
IPR001910,3,3,3,Inosine/uridine-preferring nucleoside hydrolase domain
IPR023186,2,3,3,Inosine/uridine-preferring nucleoside hydrolase
IPR002995,1,1,1,Surfeit locus 4
IPR045214,2,2,2,Surfeit locus 1/4
IPR021771,3,0,3,"Triacylglycerol lipase, N-terminal"
IPR008427,5,4,4,"Extracellular membrane protein, CFEM domain"
IPR045241,1,1,1,WD repeat Prp46/PLRG1-like
IPR020793,1,1,1,"Origin recognition complex, subunit 1"
IPR041083,1,1,1,AAA lid domain
IPR004136,6,10,4,Nitronate monooxygenase
IPR001544,4,3,4,Aminotransferase class IV
IPR005786,3,2,3,Branched-chain amino acid aminotransferase II
IPR018300,2,1,2,"Aminotransferase, class IV, conserved site"
IPR033939,1,2,3,Branched-chain aminotransferase
IPR036038,4,3,4,"Aminotransferase-like, PLP-dependent enzymes"
IPR043131,4,2,3,"Branched-chain-amino-acid aminotransferase-like, N-terminal"
IPR043132,5,3,4,"Branched-chain-amino-acid aminotransferase-like, C-terminal"
IPR001117,7,11,13,"Multicopper oxidase, type 1"
IPR011706,9,11,14,"Multicopper oxidase, C-terminal"
IPR011707,8,12,14,"Multicopper oxidase, N-terminal"
IPR045087,9,11,15,Multicopper oxidase
IPR032435,1,1,1,"Band 7, C-terminal extension"
IPR021056,1,1,1,Mitochondrial import inner membrane translocase subunit Tim54
IPR012678,4,4,4,Ribosomal protein L23/L15e core domain superfamily
IPR013025,2,2,1,Ribosomal protein L25/L23
IPR012941,3,5,7,"Phenol hydroxylase, C-terminal dimerisation domain"
IPR038220,3,5,9,"Phenol hydroxylase, C-terminal TRX-fold domain superfamily"
IPR013893,1,1,1,Ribonuclease P protein subunit Rpp40
IPR005756,1,1,1,"Ribosomal protein L26/L24, eukaryotic/archaeal"
IPR005824,4,4,4,KOW
IPR041988,2,2,2,"Ribosomal protein L26/L24, KOW domain"
IPR005593,2,2,1,Xylulose 5-phosphate/Fructose 6-phosphate phosphoketolase
IPR018969,2,1,1,"Xylulose 5-phosphate/Fructose 6-phosphate phosphoketolase, C-terminal"
IPR018970,2,2,1,"Xylulose 5-phosphate/Fructose 6-phosphate phosphoketolase, N-terminal"
IPR019789,2,1,1,"Xylulose 5-phosphate/Fructose 6-phosphate phosphoketolase, thiamine diphosphate binding site"
IPR019790,2,1,1,"Xylulose 5-phosphate/Fructose 6-phosphate phosphoketolase, conserved site"
IPR004600,1,1,1,TFIIH subunit Tfb4/GTF2H3
IPR045250,1,1,1,Co-chaperone protein p23-like
IPR005024,7,7,7,Snf7 family
IPR033506,2,1,1,Glycerophosphodiester phosphodiesterase Gde1
IPR002509,6,5,8,NodB homology domain
IPR008584,1,1,1,"CXXC motif containing zinc binding protein, eukaryotic"
IPR042448,1,0,1,E3 ubiquitin-protein ligase CCNB1IP1
IPR007005,1,0,1,XAP5 protein
IPR045138,4,1,3,Methyl-CpG binding protein MeCP2/MBD4
IPR016005,1,1,1,Phosphomevalonate kinase Erg8
IPR035102,1,1,1,Phosphomevalonate kinase
IPR005079,1,1,1,Peptidase C45
IPR003511,4,3,3,HORMA domain
IPR036570,7,4,4,HORMA domain superfamily
IPR045091,2,2,2,Mad2-like
IPR021786,1,1,1,"Pre-mRNA splicing factor component Cdc5p/Cef1, C-terminal"
IPR021772,1,1,1,WDR48/Bun107
IPR032821,2,5,0,"Polyketide synthase, C-terminal extension"
IPR013700,2,0,0,Aflatoxin regulatory protein
IPR008030,13,38,21,NmrA-like domain
IPR007197,7,9,6,Radical SAM
IPR040632,8,5,5,"Sulfotransferase, S. mansonii-type"
IPR031728,3,4,4,"Beta-glucuronidase, C-terminal"
IPR013097,4,3,4,Stress responsive alpha-beta barrel
IPR028367,1,1,1,Cyclin C/cyclin-like subunit Ssn8
IPR011022,4,4,4,Arrestin C-terminal-like domain
IPR044666,5,5,6,"Cyclophilin-type peptidyl-prolyl cis-trans isomerase, cyclophilin A-like"
IPR004457,1,1,1,"Zinc finger, ZPR1-type"
IPR040141,1,1,1,ZPR1 family
IPR042451,1,1,1,"ZPR1, A/B domain"
IPR042452,1,1,1,"ZPR1, zinc finger domain"
IPR007708,1,2,1,"Lariat debranching enzyme, C-terminal"
IPR044756,1,1,1,"DHX15, DEXH-box helicase domain"
IPR001232,3,2,1,S-phase kinase-associated protein 1-like
IPR039948,1,1,0,Elongin-C
IPR019572,2,0,2,"Ubiquitin-activating enzyme, SCCH domain"
IPR028077,1,0,1,Ubiquitin/SUMO-activating enzyme ubiquitin-like domain
IPR030661,1,0,1,SUMO-activating enzyme subunit Uba2
IPR033127,2,0,2,"Ubiquitin-activating enzyme E1, Cys active site"
IPR042449,2,0,2,"Ubiquitin-activating enzyme E1, inactive adenylation domain, subdomain 1"
IPR019438,1,0,1,Queuosine salvage protein family
IPR008721,1,1,0,"Origin recognition complex, subunit 6"
IPR000634,3,2,3,"Serine/threonine dehydratase, pyridoxal-phosphate-binding site"
IPR004450,1,0,1,Threonine synthase-like
IPR029144,1,0,1,"Threonine synthase, N-terminal"
IPR037158,1,0,1,"Threonine synthase, N-terminal domain superfamily"
IPR002219,3,3,3,"Protein kinase C-like, phorbol ester/diacylglycerol-binding domain"
IPR037312,1,1,1,"Protein kinase C-like, HR1 domain"
IPR037778,1,1,1,"Protein kinase C-like, C2 domain"
IPR046349,4,4,4,C1-like domain superfamily
IPR001129,4,6,3,"Membrane-associated, eicosanoid/glutathione metabolism (MAPEG) protein"
IPR023352,4,6,3,Membrane associated eicosanoid/glutathione metabolism-like domain superfamily
IPR022105,1,2,0,Domain of unknown function DUF3645
IPR022099,1,2,0,Domain of unknown function DUF3638
IPR010839,3,3,2,Acyclic terpene utilisation
IPR010816,3,3,3,Heterokaryon incompatibility Het-C
IPR011063,2,2,0,"tRNA(Ile)-lysidine/2-thiocytidine synthase, N-terminal"
IPR012094,1,1,0,tRNA(Ile)-lysidine synthase
IPR012795,1,1,0,"tRNA(Ile)-lysidine synthase, N-terminal"
IPR045242,8,4,8,Syntaxin
IPR001293,1,0,1,"Zinc finger, TRAF-type"
IPR043211,1,0,1,TNF receptor-associated factor TRAF
IPR024688,3,2,3,Maltose/galactoside acetyltransferase
IPR007111,14,50,4,NACHT nucleoside triphosphatase
IPR040976,3,0,0,Fungal-type protein kinase
IPR001613,1,4,0,Flavin amine oxidase
IPR000868,9,12,10,Isochorismatase-like
IPR036380,9,12,10,Isochorismatase-like superfamily
IPR001567,2,2,2,Peptidase M3A/M3B catalytic domain
IPR024077,2,2,2,"Neurolysin/Thimet oligopeptidase, domain 2"
IPR045090,2,1,2,Peptidase M3A/M3B
IPR010636,1,0,1,Cerato-ulmin hydrophobin family
IPR036686,1,0,1,Hydrophobin superfamily
IPR019166,1,1,1,MICOS complex subunit MIC26/MIC27
IPR033181,1,1,1,"MICOS subunit Mic26, fungi"
IPR007583,1,1,1,GRASP55/65
IPR024958,1,1,1,GRASP-type PDZ domain
IPR019012,1,1,1,RNA cap guanine-N2 methyltransferase
IPR015815,3,7,2,3-hydroxyisobutyrate dehydrogenase-related
IPR029154,6,10,7,"3-hydroxyisobutyrate dehydrogenase-like, NAD-binding domain"
IPR044992,2,1,2,Glutamine amidotransferase domain containing protein ChyE-like
IPR033191,1,1,1,"Phosphatidylinositol 4,5-bisphosphate-binding protein Slm1/Slm2"
IPR043453,2,2,2,"Slm1, PH domain"
IPR001907,1,1,1,ATP-dependent Clp protease proteolytic subunit
IPR018215,1,1,1,"ClpP, Ser active site"
IPR023562,1,1,1,Clp protease proteolytic subunit /Translocation-enhancing protein TepA
IPR033135,1,1,0,"ClpP, histidine active site"
IPR007855,3,3,2,"RNA-dependent RNA polymerase, eukaryotic-type"
IPR024990,2,1,1,Anaphase-promoting complex subunit 1
IPR022591,1,1,1,"Transcription initiation factor TFIID subunit 1, histone acetyltransferase domain"
IPR040240,1,1,1,Transcription initiation factor TFIID subunit 1
IPR003779,2,4,4,Carboxymuconolactone decarboxylase-like
IPR003428,1,1,1,Mitochondrial glycoprotein
IPR036561,1,1,1,Mitochondrial glycoprotein superfamily
IPR021346,1,1,1,Translation machinery-associated protein 16
IPR038356,1,1,1,Tma16 superfamily
IPR032641,1,1,1,Exonuclease 1
IPR037315,1,1,1,"Exonuclease-1, H3TH domain"
IPR044752,1,1,1,"Exonuclease 1-like, PIN-like domain"
IPR007246,1,1,1,GPI transamidase component Gaa1
IPR035298,1,1,1,26S Proteasome non-ATPase regulatory subunit 13
IPR040798,1,1,1,"Rpn9, C-terminal helix"
IPR005818,1,1,1,"Linker histone H1/H5, domain H15"
IPR005819,1,1,1,Linker histone H1/H5
IPR002498,3,2,3,"Phosphatidylinositol-4-phosphate 5-kinase, core"
IPR023610,2,1,2,Phosphatidylinositol-4-phosphate 5-kinase
IPR027484,3,2,3,"Phosphatidylinositol-4-phosphate 5-kinase, N-terminal"
IPR028217,1,0,0,"Ribosome-assembly protein 3, C-terminal"
IPR003323,3,3,4,OTU domain
IPR039138,1,1,1,Ubiquitin thioesterase OTU1/2/3
IPR027180,1,1,1,Chromatin structure-remodeling complex subunit RSC1/RSC2/RSC4
IPR001382,6,7,6,Glycoside hydrolase family 47
IPR036026,6,7,6,Seven-hairpin glycosidases
IPR007681,1,1,1,Ran-interacting Mog1 protein
