,Coniosporium_tulheliwenetii,Neophaeococcomyces_mojaviensis,Taxawa_tesnikishii,descriptions
PF06628,3,6,4,Catalase-related immune-responsive
PF18011,1,1,1,C-terminal domain found in long catalases
PF03928,4,3,4,Haem degrading protein HbpS-like
PF01775,1,0,1,Ribosomal proteins 50S-L18Ae/60S-L20/60S-L18A
PF00962,4,3,4,Adenosine deaminase
PF09333,1,1,1,Autophagy-related protein C terminal domain
PF13329,1,1,1,Autophagy-related protein 2 CAD motif
PF06779,2,1,0,Uncharacterised MFS-type transporter YbfB
PF17110,1,1,1,Subunit 11 of the general transcription factor TFIIH
PF00622,2,3,2,SPRY domain
PF08193,1,1,1,INO80 complex subunit Ies4
PF08583,2,2,1,Cytochrome c oxidase biogenesis protein Cmc1 like
PF02291,1,1,1,"Transcription initiation factor IID, 31kD subunit"
PF06229,1,1,1,FRG1-like domain
PF00044,2,2,1,"Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain"
PF00180,7,8,8,Isocitrate/isopropylmalate dehydrogenase
PF01172,2,2,1,Shwachman-Bodian-Diamond syndrome (SBDS) protein
PF00621,6,4,5,RhoGEF domain
PF13180,1,0,0,PDZ domain
PF18265,1,0,0,Nas2 N_terminal domain
PF15341,1,1,1,Ribosome biogenesis protein SLX9
PF13558,1,0,0,"SbcC/RAD50-like, Walker B motif"
PF00672,1,6,1,HAMP domain
PF18947,1,6,1,HAMP domain
PF17104,1,0,1,Domain of unknown function (DUF5102)
PF05064,1,1,1,Nsp1-like C-terminal region
PF04568,1,1,1,"Mitochondrial ATPase inhibitor, IATP"
PF00244,2,2,2,14-3-3 protein
PF16363,6,6,12,"GDP-mannose 4,6 dehydratase"
PF12138,1,0,7,Spherulation-specific family 4
PF03537,5,0,1,Glycoside-hydrolase family GH114
PF06218,1,1,1,Nitrogen permease regulator 2
PF11559,1,1,1,Afadin- and alpha -actinin-Binding
PF03997,1,1,1,VPS28 protein
PF10294,6,7,8,Lysine methyltransferase
PF03715,1,1,1,Noc2p family
PF13823,2,0,1,Alcohol dehydrogenase GroES-associated
PF09458,3,0,3,H-type lectin domain
PF02953,3,3,4,Tim10/DDP family zinc finger
PF02182,1,0,2,SAD/SRA domain
PF06423,1,0,1,GWT1
PF00449,2,0,1,"Urease alpha-subunit, N-terminal domain"
PF00547,1,0,2,"Urease, gamma subunit"
PF00699,1,0,2,Urease beta subunit
PF01221,1,1,1,Dynein light chain type 1
PF01285,1,1,1,TEA/ATTS domain
PF02982,2,1,1,Scytalone dehydratase
PF00035,2,2,2,Double-stranded RNA binding motif
PF02545,1,2,1,Maf-like protein
PF04718,1,1,1,Mitochondrial ATP synthase g subunit
PF02891,2,1,2,MIZ/SP-RING zinc finger
PF04727,1,1,1,ELMO/CED-12 family
PF11841,1,1,1,"ELMO, armadillo-like helical domain"
PF16457,1,1,1,Pleckstrin homology domain
PF08550,2,1,3,Fungal protein of unknown function (DUF1752)
PF07915,2,1,2,Glucosidase II beta subunit-like protein
PF07743,1,1,1,HSCB C-terminal oligomerisation domain
PF04083,2,1,2,Partial alpha/beta-hydrolase lipase region
PF12632,1,1,1,Mysoin-binding motif of peroxisomes
PF08211,1,0,0,Cytidine and deoxycytidylate deaminase zinc-binding region
PF05091,1,1,1,Eukaryotic translation initiation factor 3 subunit 7 (eIF-3)
PF01663,2,3,5,Type I phosphodiesterase / nucleotide pyrophosphatase
PF12224,1,0,1,Putative amidoligase enzyme
PF00399,1,3,5,Yeast PIR protein repeat
PF13813,2,2,3,Membrane bound O-acyl transferase family
PF07393,2,2,2,Exocyst complex component Sec10
PF08243,1,0,0,SPT2 chromatin protein
PF04658,1,1,1,TAFII55 protein conserved region
PF07524,1,1,1,Bromodomain associated
PF01256,1,1,1,Carbohydrate kinase
PF00575,4,6,4,S1 RNA binding domain
PF03876,2,2,2,SHS2 domain found in N terminus of Rpb7p/Rpc25p/MJ0397
PF06127,1,1,1,2-hydroxy-palmitic acid dioxygenase Mpo1-like
PF00306,1,2,1,"ATP synthase alpha/beta chain, C terminal domain"
PF02516,1,1,1,Oligosaccharyl transferase STT3 subunit
PF01161,3,3,3,Phosphatidylethanolamine-binding protein
PF14295,3,1,10,PAN domain
PF00834,1,1,1,Ribulose-phosphate 3 epimerase family
PF07522,1,1,1,DNA repair metallo-beta-lactamase
PF13428,2,1,3,Tetratricopeptide repeat
PF04056,2,1,2,Ssl1-like
PF04099,2,1,2,Sybindin-like family
PF04628,2,2,2,"Sedlin, N-terminal conserved region"
PF00387,2,3,1,"Phosphatidylinositol-specific phospholipase C, Y domain"
PF08292,1,1,1,RNA polymerase III subunit Rpc25
PF10453,1,1,1,Nuclear fragile X mental retardation-interacting protein 1 (NUFIP1)
PF01920,2,3,3,Prefoldin subunit
PF05175,4,1,3,Methyltransferase small domain
PF00036,4,4,6,EF hand
PF13202,5,6,6,EF hand
PF13833,5,4,7,EF-hand domain pair
PF00319,2,3,2,SRF-type transcription factor (DNA-binding and dimerisation domain)
PF11338,1,1,1,Protein of unknown function (DUF3140)
PF08101,1,1,1,Meiotically up-regulated protein Msb1/Mug8 domain
PF02270,1,2,1,"TFIIF, beta subunit HTH domain"
PF17683,1,1,1,"TFIIF, beta subunit N-terminus"
PF15901,1,1,1,"Sortilin, neurotensin receptor 3, C-terminal"
PF15902,1,1,1,"Sortilin, neurotensin receptor 3,"
PF03131,1,1,1,bZIP Maf transcription factor
PF05405,1,1,1,Mitochondrial ATP synthase B chain precursor (ATP-synt_B)
PF08799,2,1,2,pre-mRNA processing factor 4 (PRP4) like
PF07228,1,2,1,Stage II sporulation protein E (SpoIIE)
PF13672,1,2,0,Protein phosphatase 2C
PF00829,1,1,0,Ribosomal prokaryotic L21 protein
PF02678,2,1,2,Pirin
PF05726,1,1,1,Pirin C-terminal cupin domain
PF03983,1,0,1,"SLA1 homology domain 1, SHD1"
PF08226,2,1,2,Domain of unknown function (DUF1720)
PF09990,2,1,1,Predicted membrane protein (DUF2231)
PF08031,5,3,1,Berberine and berberine like
PF01163,2,2,2,RIO1 family
PF20163,2,2,0,Family of unknown function (DUF6536)
PF04880,1,1,1,"NUDE protein, C-terminal conserved region"
PF00289,5,5,4,"Biotin carboxylase, N-terminal domain"
PF01039,2,2,3,Carboxyl transferase domain
PF02785,5,5,5,Biotin carboxylase C-terminal domain
PF08326,1,0,0,"Acetyl-CoA carboxylase, central region"
PF12298,1,1,1,Eukaryotic mitochondrial regulator protein
PF12239,2,2,1,Protein of unknown function (DUF3605)
PF06090,1,1,1,Inositol-pentakisphosphate 2-kinase
PF01910,1,1,1,Thiamine-binding protein
PF12330,1,0,1,Haspin like kinase domain
PF01564,2,1,2,Spermine/spermidine synthase domain
PF00923,2,1,2,Transaldolase/Fructose-6-phosphate aldolase
PF00080,1,2,3,Copper/zinc superoxide dismutase (SODC)
PF00567,1,1,1,Tudor domain
PF10650,1,1,1,Putative zinc-finger domain
PF02736,1,1,0,Myosin N-terminal SH3-like domain
PF03345,1,1,1,Oligosaccharyltransferase 48 kDa subunit beta
PF13304,2,0,0,"AAA domain, putative AbiEii toxin, Type IV TA system"
PF08231,1,1,1,SYF2 splicing factor
PF00191,2,1,2,Annexin
PF04488,2,5,3,Glycosyltransferase sugar-binding region containing DXD motif
PF03366,2,4,2,YEATS family
PF03234,1,0,1,Cdc37 N terminal kinase binding
PF08564,1,0,1,Cdc37 C terminal domain
PF08565,1,0,1,Cdc37 Hsp90 binding domain
PF09784,1,0,0,Mitochondrial ribosomal protein L31
PF01287,2,1,2,"Eukaryotic elongation factor 5A hypusine, DNA-binding OB fold"
PF00710,2,1,1,"Asparaginase, N-terminal"
PF17763,2,1,1,Glutaminase/Asparaginase C-terminal domain
PF15405,2,1,2,Pleckstrin homology domain
PF01529,4,4,5,DHHC palmitoyltransferase
PF20233,1,1,3,Family of unknown function (DUF6590)
PF01086,1,1,1,Clathrin light chain
PF04818,4,4,2,CID domain
PF00750,1,1,1,tRNA synthetases class I (R)
PF03485,1,1,1,Arginyl tRNA synthetase N terminal domain
PF05746,1,2,1,DALR anticodon binding domain
PF05620,1,1,1,SRP-independent targeting protein 2/TMEM208
PF01553,5,5,6,Acyltransferase
PF07946,1,1,1,PAT complex subunit CCDC47
PF08324,2,1,2,PUL domain
PF09070,1,1,1,PFU (PLAA family ubiquitin binding)
PF05920,2,3,2,Homeobox KN domain
PF07774,1,1,1,"ER membrane protein complex subunit 1, C-terminal"
PF13360,1,1,1,PQQ-like domain
PF00137,4,5,4,ATP synthase subunit C
PF00230,8,8,9,Major intrinsic protein
PF02566,1,4,1,OsmC-like protein
PF01027,2,2,2,Inhibitor of apoptosis-promoting Bax1
PF03798,3,4,3,TLC domain
PF08390,1,2,2,TRAM1-like protein
PF13350,1,2,2,Tyrosine phosphatase family
PF00735,5,4,4,Septin
PF00881,1,1,2,Nitroreductase family
PF05922,2,3,1,Peptidase inhibitor I9
PF02138,1,1,0,Beige/BEACH domain
PF13385,1,1,2,Concanavalin A-like lectin/glucanases superfamily
PF14844,1,1,1,PH domain associated with Beige/BEACH
PF03853,2,2,2,YjeF-related protein N-terminus
PF00886,1,1,1,Ribosomal protein S16
PF03222,1,0,0,Tryptophan/tyrosine permease family
PF07426,1,0,0,Dynactin subunit p22
PF01174,1,1,1,SNO glutamine amidotransferase family
PF07685,1,0,0,CobB/CobQ-like glutamine amidotransferase domain
PF07985,1,1,2,SRR1 domain
PF20238,3,2,3,Family of unknown function (DUF6595)
PF00957,4,4,3,Synaptobrevin
PF13774,3,2,3,Regulated-SNARE-like domain
PF09736,1,1,1,Pre-mRNA-splicing factor of RES complex
PF01648,3,1,1,4'-phosphopantetheinyl transferase superfamily
PF18314,2,1,1,Fatty acid synthase type I helical domain
PF18325,2,1,1,Fatty acid synthase subunit alpha Acyl carrier domain
PF08354,2,1,1,Domain of unknown function (DUF1729)
PF17828,1,1,1,N-terminal domain in fatty acid synthase subunit beta
PF17951,1,0,1,Fatty acid synthase meander beta sheet domain
PF10104,1,0,1,Di-sulfide bridge nucleocytoplasmic transport domain
PF13324,1,0,1,Grap2 and cyclin-D-interacting
PF12999,1,0,0,Glucosidase II beta subunit-like
PF13015,1,0,1,Glucosidase II beta subunit-like protein
PF02037,6,4,4,SAP domain
PF08637,1,1,1,ATP synthase regulation protein NCA2
PF01182,2,2,2,Glucosamine-6-phosphate isomerases/6-phosphogluconolactonase
PF05978,1,1,1,Ion channel regulatory protein UNC-93
PF05224,2,2,2,NDT80 / PhoG like DNA-binding  family
PF03343,1,1,1,SART-1 family
PF19252,1,0,0,HIND motif
PF01981,1,1,1,Peptidyl-tRNA hydrolase PTH2
PF00830,1,0,1,Ribosomal L28 family
PF14610,1,0,0,Ykl077w/Psg1 (Pma1 Stabilization in Golgi)
PF01284,3,4,2,Membrane-associating domain
PF05496,1,2,1,Holliday junction DNA helicase RuvB P-loop domain
PF12002,1,1,1,MgsA AAA+ ATPase C terminal
PF16193,1,1,1,AAA C-terminal domain
PF04795,1,1,1,PAPA-1-like conserved region
PF00200,1,0,1,Disintegrin
PF13574,1,1,1,Metallo-peptidase family M12B Reprolysin-like
PF13582,1,1,1,Metallo-peptidase family M12B Reprolysin-like
PF13583,1,1,1,Metallo-peptidase family M12B Reprolysin-like
PF13688,1,1,1,Metallo-peptidase family M12
PF04950,2,2,2,40S ribosome biogenesis protein Tsr1 and BMS1 C-terminal
PF08142,2,2,2,AARP2CN (NUC121) domain
PF08149,1,1,1,BING4CT (NUC141) domain
PF14938,1,1,1,"Soluble NSF attachment protein, SNAP"
PF09462,1,0,1,Mus7/MMS22 family
PF13259,1,1,0,Protein of unknown function (DUF4050)
PF08427,1,1,0,"Armadillo-like helical domain-containing protein 3, C-terminal"
PF05712,1,0,1,MRG
PF11717,2,0,1,RNA binding activity-knot of a chromodomain
PF09447,1,0,0,Cnl2/NKP2 family protein
PF13373,1,0,1,"DSC E3 ubiquitin ligase complex subunit 3, C-terminal domain"
PF05008,1,0,1,Vesicle transport v-SNARE protein N-terminus
PF12146,8,13,14,"Serine aminopeptidase, S33"
PF00686,2,1,2,Starch binding domain
PF00723,4,1,2,Glycosyl hydrolases family 15
PF02515,2,7,4,CoA-transferase family III
PF00677,1,1,1,Lumazine binding domain
PF07741,1,1,1,Brf1-like TBP-binding domain
PF11696,1,0,1,Protein of unknown function (DUF3292)
PF09295,1,1,1,ChAPs (Chs5p-Arf1p-binding proteins)
PF00294,2,7,4,pfkB family carbohydrate kinase
PF03070,2,1,3,TENA/THI-4/PQQC family
PF02005,1,1,1,"N2,N2-dimethylguanosine tRNA methyltransferase"
PF04178,1,1,1,Got1/Sft2-like family
PF08265,2,2,2,YL1 nuclear protein C-terminal domain
PF00793,2,2,2,DAHP synthetase I family
PF00610,4,4,4,"Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)"
PF05207,1,2,2,CSL zinc finger
PF19050,1,1,1,PhoD related phosphatase
PF02417,4,2,1,Chromate transporter
PF03364,1,1,1,Polyketide cyclase / dehydrase and lipid transport
PF01019,2,2,2,Gamma-glutamyltranspeptidase
PF08229,1,1,1,ER membrane protein SH3
PF01435,2,1,2,Peptidase family M48
PF16491,1,0,1,"CAAX prenyl protease N-terminal, five membrane helices"
PF01761,2,2,2,3-dehydroquinate synthase
PF13685,4,5,4,Iron-containing alcohol dehydrogenase
PF01596,2,0,3,O-methyltransferase
PF13578,2,0,4,Methyltransferase domain
PF08625,1,1,0,Utp13 specific WD40 associated domain
PF00432,4,3,4,Prenyltransferase and squalene oxidase repeat
PF14124,1,1,0,Domain of unknown function (DUF4291)
PF09262,1,1,1,"Peroxisome biogenesis factor 1, N-terminal"
PF03650,2,1,1,Mitochondrial pyruvate carriers
PF00281,2,2,2,Ribosomal protein L5
PF00673,2,3,2,ribosomal L5P family C-terminus
PF11764,1,1,1,COMPASS (Complex proteins associated with Set1p) component N
PF11767,2,1,1,Histone lysine methyltransferase SET associated
PF00885,1,1,1,"6,7-dimethyl-8-ribityllumazine synthase"
PF01380,2,2,2,SIS domain
PF13522,5,5,5,Glutamine amidotransferase domain
PF13537,4,3,4,Glutamine amidotransferase domain
PF00339,4,4,0,"Arrestin (or S-antigen), N-terminal domain"
PF01394,1,0,1,Clathrin propeller repeat
PF13838,1,0,1,Clathrin-H-link
PF02436,1,1,1,Conserved carboxylase domain
PF02655,3,2,2,ATP-grasp domain
PF13533,1,7,2,Biotin-lipoyl like
PF08597,1,1,1,Translation initiation factor eIF3 subunit
PF11989,1,0,0,Retrograde transport protein Dsl1 C terminal
PF03332,1,2,1,Eukaryotic phosphomannomutase
PF01412,5,4,4,Putative GTPase activating protein for Arf
PF16746,2,1,2,BAR domain of APPL family
PF07798,1,1,2,Coiled-coil domain-containing protein 90-like
PF07529,2,3,3,HSA domain
PF05786,1,1,1,Condensin complex subunit 2
PF18477,1,1,1,PIN like domain
PF00416,2,1,2,Ribosomal protein S13/S18
PF10494,1,1,1,Serine-threonine protein kinase 19
PF03982,1,0,1,Diacylglycerol acyltransferase
PF01244,1,2,0,Membrane dipeptidase (Peptidase family M19)
PF10311,1,1,1,Increased loss of mitochondrial DNA protein 1
PF00613,2,2,2,"Phosphoinositide 3-kinase family, accessory domain (PIK domain)"
PF01008,5,5,4,Initiation factor 2 subunit family
PF02205,1,1,1,WH2 motif
PF12763,4,1,3,Cytoskeletal-regulatory complex EF hand
PF01781,1,1,1,Ribosomal L38e protein family
PF20520,1,0,1,V0 complex accessory subunit Ac45/VOA1 transmembrane domain
PF08154,1,1,1,NLE (NUC135) domain
PF03966,1,1,1,Trm112p-like protein
PF00891,7,9,2,O-methyltransferase domain
PF00113,1,1,1,"Enolase, C-terminal TIM barrel domain"
PF03952,1,1,1,"Enolase, N-terminal domain"
PF13001,1,1,1,Proteasome stabiliser
PF00789,5,4,5,UBX domain
PF13899,2,2,2,Thioredoxin-like
PF00551,1,3,3,Formyl transferase
PF03124,2,1,2,EXS family
PF09334,2,2,2,tRNA synthetases class I (M)
PF11899,1,1,1,Protein of unknown function (DUF3419)
PF00485,3,0,1,Phosphoribulokinase / Uridine kinase family
PF02383,4,4,3,SacI homology domain
PF01753,4,3,2,MYND finger
PF02353,1,2,2,Mycolic acid cyclopropane synthetase
PF04106,1,0,1,Autophagy protein Apg5
PF12757,1,0,1,Eisosome protein 1
PF00278,1,0,2,"Pyridoxal-dependent decarboxylase, C-terminal sheet domain"
PF02784,1,0,2,"Pyridoxal-dependent decarboxylase, pyridoxal binding domain"
PF03962,1,0,1,Mnd1 HTH domain
PF11754,1,2,1,Velvet factor
PF18005,1,1,1,"eIF3 subunit M, C-terminal helix"
PF00406,2,2,2,Adenylate kinase
PF02777,3,2,3,"Iron/manganese superoxide dismutases, C-terminal domain"
PF06479,1,1,1,Ribonuclease 2-5A
PF08766,3,2,4,DEK C terminal domain
PF02201,2,1,2,SWIB/MDM2 domain
PF12718,1,0,1,Tropomyosin like
PF04148,1,1,0,Transmembrane adaptor Erv26
PF09805,1,0,1,Nucleolar protein 12 (25kDa)
PF12589,1,1,1,Methyltransferase involved in Williams-Beuren syndrome
PF04146,1,1,1,YT521-B-like domain
PF13656,2,1,2,RNA polymerase Rpb3/Rpb11 dimerisation domain
PF00075,2,3,2,RNase H
PF02167,1,1,1,Cytochrome C1 family
PF01210,1,1,1,NAD-dependent glycerol-3-phosphate dehydrogenase N-terminus
PF07479,1,1,1,NAD-dependent glycerol-3-phosphate dehydrogenase C-terminus
PF06202,1,1,2,"Amylo-alpha-1,6-glucosidase"
PF14699,1,1,1,N-terminal domain from the human glycogen debranching enzyme
PF14702,1,1,1,Central domain of human glycogen debranching enzyme
PF03114,5,4,6,BAR domain
PF12009,1,1,0,Telomerase ribonucleoprotein complex - RNA binding domain
PF12656,2,1,2,G-patch domain
PF13622,3,5,3,Thioesterase-like superfamily
PF13085,1,1,1,2Fe-2S iron-sulfur cluster binding domain
PF13183,1,1,0,4Fe-4S dicluster domain
PF13534,1,1,0,4Fe-4S dicluster domain
PF01048,4,22,4,Phosphorylase superfamily
PF13374,11,22,5,Tetratricopeptide repeat
PF01764,3,5,3,Lipase (class 3)
PF12063,1,0,1,Domain of unknown function (DUF3543)
PF13664,2,0,1,Domain of unknown function (DUF4149)
PF01433,3,3,3,Peptidase family M1 domain
PF11838,2,2,2,ERAP1-like C-terminal domain
PF17900,2,3,2,Peptidase M1 N-terminal domain
PF07281,1,1,0,Insulin-induced protein (INSIG)
PF09173,1,1,1,"Initiation factor eIF2 gamma, C terminal"
PF19834,2,1,1,Family of unknown function (DUF6314)
PF04939,1,1,1,Ribosome biogenesis regulatory protein (RRS1)
PF10236,1,1,1,Mitochondrial ribosomal death-associated protein 3
PF08029,1,1,1,"HisG, C-terminal domain"
PF08566,1,0,1,Mitochondrial import protein Pam17
PF04750,1,1,1,FAR-17a/AIG1-like protein
PF03443,2,2,4,Auxiliary Activity family 9 (formerly GH61)
PF09056,1,1,0,Prokaryotic phospholipase A2
PF03208,1,1,1,PRA1 family protein
PF08118,1,1,1,Yeast mitochondrial distribution and morphology (MDM) proteins
PF01902,1,0,1,Diphthamide synthase
PF13894,4,2,4,C2H2-type zinc finger
PF06201,2,2,2,PITH domain
PF11470,1,0,1,TUG ubiquitin-like domain
PF01158,1,1,1,Ribosomal protein L36e
PF03435,3,2,2,Saccharopine dehydrogenase NADP binding domain
PF16653,1,1,1,Saccharopine dehydrogenase C-terminal domain
PF18018,1,1,1,DNA polymerase delta subunit OB-fold domain
PF08367,1,1,1,Peptidase M16C associated
PF01159,1,1,1,Ribosomal protein L6e
PF04683,1,0,0,Proteasome complex subunit Rpn13 ubiquitin receptor
PF08234,1,1,1,Chromosome segregation protein Spc25
PF10585,1,0,1,"Ubiquitin-activating enzyme, SCCH domain"
PF16190,1,0,1,Ubiquitin-activating enzyme E1 FCCH domain
PF16191,1,0,1,Ubiquitin-activating enzyme E1 four-helix bundle
PF04952,1,1,0,Succinylglutamate desuccinylase / Aspartoacylase family
PF01656,4,5,4,CobQ/CobB/MinD/ParA nucleotide binding domain
PF10609,3,2,3,NUBPL iron-transfer P-loop NTPase
PF01814,2,2,3,Hemerythrin HHE cation binding domain
PF03130,1,3,1,PBS lyase HEAT-like repeat
PF12765,1,1,1,HEAT repeat associated with sister chromatid cohesion
PF12830,1,1,1,Sister chromatid cohesion C-terminus
PF02966,1,1,1,Mitosis protein DIM1
PF12513,1,1,1,Mitochondrial degradasome RNA helicase subunit C terminal
PF18147,1,1,1,Suv3 C-terminal domain 1
PF08552,1,1,1,Inositolphosphorylceramide synthase subunit Kei1
PF10056,1,0,1,Uncharacterized conserved protein (DUF2293)
PF12554,1,0,1,Mitotic-spindle organizing gamma-tubulin ring associated
PF02569,1,1,1,Pantoate-beta-alanine ligase
PF19277,1,1,1,Glycerol-3-phosphate acyltransferase C-terminal region
PF03800,1,1,1,Nuf2 family
PF18595,1,1,1,"Nuf2, DHR10-like domain"
PF00724,3,6,5,NADH:flavin oxidoreductase / NADH oxidase family
PF03407,1,0,0,Nucleotide-diphospho-sugar transferase
PF12739,1,1,1,ER-Golgi trafficking TRAPP I complex 85 kDa subunit
PF01743,1,1,1,Poly A polymerase head domain
PF10521,1,1,1,Tti2 family
PF13521,1,2,0,AAA domain
PF13538,2,3,1,UvrD-like helicase C-terminal domain
PF05222,2,2,1,"Alanine dehydrogenase/PNT, N-terminal domain"
PF01974,2,1,1,"tRNA intron endonuclease, catalytic C-terminal domain"
PF06807,1,1,1,Pre-mRNA cleavage complex II protein Clp1
PF16573,1,1,1,N-terminal beta-sandwich domain of polyadenylation factor
PF09692,1,1,1,Argonaute siRNA chaperone (ARC) complex subunit Arb1
PF18151,1,1,1,Domain of unknown function (DUF5601)
PF00347,2,3,2,Ribosomal protein L6
PF00128,11,13,4,"Alpha amylase, catalytic domain"
PF16657,4,1,1,"Maltogenic Amylase, C-terminal domain"
PF20415,1,1,0,Family of unknown function (DUF6699)
PF01105,4,4,4,emp24/gp25L/p24 family/GOLD
PF13875,1,1,1,Domain of unknown function (DUF4202)
PF04241,1,0,1,Protein of unknown function (DUF423)
PF00994,3,0,2,Probable molybdopterin binding domain
PF03453,2,0,2,MoeA N-terminal region (domain I and II)
PF03454,1,0,0,MoeA C-terminal region (domain IV)
PF04121,1,1,1,Nuclear pore protein 84 / 107
PF08991,1,0,0,Mature-T-Cell Proliferation I type
PF13607,2,3,2,Succinyl-CoA ligase like flavodoxin domain
PF02268,1,1,2,"Transcription initiation factor IIA, gamma subunit, helical domain"
PF02751,1,1,2,"Transcription initiation factor IIA, gamma subunit"
PF14681,3,2,2,Uracil phosphoribosyltransferase
PF02115,1,1,1,RHO protein GDP dissociation inhibitor
PF11566,1,1,1,PI31 proteasome regulator N-terminal
PF01868,1,1,1,"Ribonuclease P/MRP, subunit p29"
PF10590,1,1,1,Pyridoxine 5'-phosphate oxidase C-terminal dimerisation region
PF01900,1,1,1,Rpp14/Pop5 family
PF08007,1,0,1,JmjC domain
PF03028,1,1,1,Dynein heavy chain region D6 P-loop domain
PF08385,1,1,1,"Dynein heavy chain, N-terminal region 1"
PF08393,1,1,1,"Dynein heavy chain, N-terminal region 2"
PF12774,1,1,1,Hydrolytic ATP binding site of dynein motor region
PF12775,1,1,1,P-loop containing dynein motor region
PF12777,1,1,1,Microtubule-binding stalk of dynein motor
PF12780,1,1,1,P-loop containing dynein motor region D4
PF12781,1,1,1,ATP-binding dynein motor region
PF17852,1,1,1,Dynein heavy chain AAA lid domain
PF18198,1,1,1,Dynein heavy chain AAA lid domain
PF04757,3,2,3,Pex2 / Pex12 amino terminal region
PF04981,1,1,0,NMD3 family
PF02410,1,1,1,Ribosomal silencing factor during starvation
PF04130,5,3,5,Gamma tubulin complex component C-terminal
PF17681,5,2,5,Gamma tubulin complex component N-terminal
PF00958,1,0,1,GMP synthase C terminal domain
PF13862,1,1,1,BCCIP
PF02902,2,2,3,"Ulp1 protease family, C-terminal catalytic domain"
PF02921,1,1,1,Ubiquinol cytochrome reductase transmembrane region
